run_id,sample_id,prompt_id,stage,signature,d,compliant,normalization_version,timestamp
slugify_v1_a40278a6,sample_4fed6671,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.7563451776649747,True,2025-09-26,2025-09-26T15:35:35.458331
slugify_v1_a40278a6,sample_4fed6671,slugify_v1,post,7edab8c7de55fc5ec474122fd466d22e250843f9966c7ffe7aa9380c9ec31bb3,0.75,True,2025-09-26,2025-09-26T15:35:37.401038
slugify_v1_a40278a6,sample_4fed6671,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.7563451776649747,True,2025-09-26,2025-09-26T15:35:40.285489
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,7edab8c7de55fc5ec474122fd466d22e250843f9966c7ffe7aa9380c9ec31bb3,0.0,True,2025-09-26,2025-09-26T15:40:23.247475
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:40:25.905172
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:40:28.631653
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:40:31.582695
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:40:36.667875
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:40:39.426654
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:40:53.034504
slugify_v1_275ec8c3,sample_7f453ae8,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:40:56.129296
anchor_fib_v1_175336e7,sample_c0ad91b8,anchor_fib_v1,post,8f572c1713ed52036875ab1618973446a796fc080f47b1887d4f4d9358ef71a7,0.75,True,2025-09-26,2025-09-26T15:41:25.831624
slugify_v1_a9f9ab8d,sample_8e65f9f2,slugify_v1,post,5a4e9bfdf2e687202e5a736bde20f33023a168b3439f2f6c489a15ed8e97d430,0.045,True,2025-09-26,2025-09-26T15:41:31.388484
slugify_v2_3777b2b0,sample_03da5a32,slugify_v2,post,00cada258bde084963577fe786e4c2dbb83f94b6f3c242957af2870806b9c8b4,0.39299610894941633,True,2025-09-26,2025-09-26T15:41:36.972307
csvjson_v1_080dc9c6,sample_3e81edc0,csvjson_v1,post,f01ed40b4c401332b9589e9d7911afcee94b29b5cdb85e8b5f2a86a1bc1fdda8,0.7269372693726938,True,2025-09-26,2025-09-26T15:41:41.612260
csvjson_v2_2d35bc53,sample_c40e7d06,csvjson_v2,post,7cc51ffc75c2e6d5117c307475b34ef0d2f2d345eb490a085e3010f8c73e4ada,0.7,True,2025-09-26,2025-09-26T15:41:46.602943
brackets_v1_9338ace5,sample_a2a90147,brackets_v1,post,54dccd7a573ace4aae456d47b636e594def529d52bd24af670c339bded9833ec,0.7521739130434782,False,2025-09-26,2025-09-26T15:41:51.426072
brackets_v2_2e6659cc,sample_ad5c22df,brackets_v2,post,b80188d208e86b4fcf10bd2b54f8ce33acce304506ce134a7c55fac07851e3d1,0.7662337662337663,False,2025-09-26,2025-09-26T15:41:57.480342
